Sampling Date,Site ID,Park ID,Project ID,Lat (°N),Long (°W),Water Temp (°C),COND,PH,DO (mg/L),"UV Absorbance, 254nm",DOC,"SUVA, 254nm",Total Iron [mg/L],"Fe Corr'd SUVA, 254nm",HPOA SUVA (254nm),HPOA %,HPON %,HPI SUVA (254nm),HPI %,TPIA SUVA (254nm),TPIA %,AMMONIA_N,NITRATE_NITRITE_N,"NO2-N 
(mg N/L)",PTL,"TDN 
(mg N/L)",UTN (mgN/L),"TDP 
(mg P/L)",UTP (mgP/L),CHLORIDE,SULFATE,"F 
(mg/L)","Br 
(mg/L)",SODIUM,POTASSIUM,CALCIUM,MAGNESIUM,TOC (mgC/L),ANC,DIC (mg/L),d18O,dD,Al (µg/L),P (µg/L),Ti (µg/L),Cr (µg/L),Mn (µg/L),Fe* (µg/L),Co (µg/L),Ni (µg/L),Cu (µg/L),Zn (µg/L),As (µg/L),Sr (µg/L),Cd (µg/L),Sn (µg/L),Sb (µg/L),Te (µg/L),Ba (µg/L),Pb (µg/L),FeTot?,Fe(II)/FeTot,Fe(II) (µg/L),Fe(III) (µg/L),
6/14/2018,CRT 2,NOAT,HEAT,67.65484,-157.968,3.9,277.7,8.2,12,0.101,3.5,2.9,*0.04,-,-,-,-,-,-,-,-,*0.006,0.036,-,0.002,0.17,0.17,*0.001,0.004,0.45,0.95,-,-,0.47,0.18,34.61,4.5,2.7,86.58,24.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/31/2018,CRT 2,NOAT,HEAT,67.65484,-157.968,5.8,280.4,8.3,11.3,0.266,8.3,3.2,0.13,-,-,-,-,-,-,-,-,*0.006,0.025,-,0.002,0.3,0.28,*0.002,*0.002,0.43,1.68,-,-,0.51,0.15,46.92,5.92,7.12,91.81,32.82,-18.8,-139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/5/2019,CRT 2,NOAT,HEAT,67.65484,-157.968,5.8,126,7.8,11.3,0.12,4,3,*0.03,,,,,,,,,*0.006,0.029,-,*0.001,0.23,0.29,0.003,0.007,0.31,0.78,-,-,0.29,0.2,21.78,2.76,2.99,48.63,-,-18.6,-142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/21/2019,CRT 2,NOAT,HEAT,67.65484,-157.968,8.9,297.6,8.02,10.3,0.127,5.3,2.4,-,,,,,,,,,*0.006,0.043,-,*0.001,0.25,0.25,*0.002,*0.001,0.53,2.5,0.013,-,0.78,0.12,66.28,8.36,4.24,141.21,42.46,-18.3,-135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/15/2013,Cutler River,NOAT,ARCN,67.84507,-158.315743,4.7,258,8.62,13.4,0.123,3.9,3.1,-,-,3.7,52%,,1.5,16%,2.7,23%,*0.002,0.024,-,*0.000,-,-,-,-,0.41,9.58,*0.01,*0.00,0.59,0.19,39.43,8.34,-,-,-,-18.4,-142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/15/2016,Cutler River,NOAT,HEAT,67.84507,-158.315743,11.7,250.8,8.01,10.5,0.032,1.6,2,*0.01,-,-,-,-,-,-,-,-,*0.005,0.009,-,0.003,0.12,0.08,*0.001,*0.000,0.3,4.65,-,-,0.77,0.2,46.17,9.79,-,85.3,32.82,-18.3,-137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/10/2017,Cutler River,NOAT,HEAT,67.84507,-158.315743,5.6,211.4,-,12.1,0.153,4.8,3.2,0.1,-,-,-,-,-,-,-,-,*0.005,0.012,-,*0.001,0.18,0.23,0.003,0.014,0.34,0.72,-,-,0.37,0.18,27.13,3.45,3.97,66.51,14.37,-19.5,-142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/21/2017,Cutler River,NOAT,HEAT,67.84507,-158.315743,6.9,240.4,8,12.2,0.09,3.4,2.7,*0.05,-,-,-,-,-,-,-,-,*0.006,0.019,-,*0.001,0.13,0.11,*0.002,*0.002,0.27,4.53,-,-,0.58,0.13,41.45,7.62,2.52,98.52,28.39,-19.1,-139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/14/2018,Cutler River,NOAT,HEAT,67.84507,-158.315743,2.2,249.1,8.3,12.8,-,-,-,*0.01,-,-,-,-,-,-,-,-,*0.010,0.035,-,0.002,0.1,0.14,*0.002,0.009,0.48,1.99,-,-,0.49,0.2,15.52,4.47,1.88,67.31,15.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/31/2018,Cutler River,NOAT,HEAT,67.84507,-158.315743,6.2,268.4,8.3,11.3,0.232,7.4,3.1,0.1,-,-,-,-,-,-,-,-,*0.006,0.028,-,0.0063,0.28,0.26,0.003,*0.002,0.43,2.2,-,-,0.53,0.16,46.52,6.32,6.3,88.86,31.73,-19.1,-140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/5/2019,Cutler River,NOAT,HEAT,67.84507,-158.315743,-,-,-,-,0.081,2.7,3,*0.06,,,,,,,,,*0.009,0.035,-,0.002,0.23,0.19,*0.002,0.027,0.37,2.08,-,-,0.36,0.27,16.86,3.41,1.75,46.61,-,-18.4,-139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/21/2017,Kugruk River,BELA,BITE,65.567034,-162.927644,16.1,86.5,7.9,9.9,0.091,6.1,1.5,0.07,-,-,-,-,-,-,-,-,0.018,0.03,-,0.003,0.31,0.64,0.005,0.118,2.06,0.48,-,-,3.9,0.96,3.72,3.77,5.58,30.52,7.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/21/2019,Cutler River,NOAT,HEAT,67.84507,-158.315743,8.7,256.3,8.06,10.3,0.066,2.9,2.3,-,,,,,,,,,*0.004,0.045,-,*0.001,0.16,0.15,*0.001,*0.001,0.44,6.07,0.013,-,0.73,0.16,46.45,9.27,2.16,79.62,32.44,-18.3,-134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/11/2016,Cutler River at R44 Landing Strip,NOAT,ARCN,-,-,-,149.8,8.4,-,-,-,-,*0.00,-,-,-,-,-,-,-,-,*0.007,0.013,-,*0.000,0.06,0.07,*0.000,*0.001,0.26,5.36,-,-,0.45,0.15,15.06,6.63,0.95,61.22,29.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/6/2014,Easter Creek,GAAR,ARCN,68.12324,-154.12885,9.5,275.4,7.36,10.6,0.052,2.6,2,-,-,-,-,-,-,-,-,-,*0.002,0.032,-,*0.000,0.13,0.1,*0.001,*0.001,0.14,22.94,-,-,4.28,0.26,25.64,14.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/3/2015,Easter Creek,GAAR,ARCN,68.12324,-154.12885,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,-,0.004,-,-,-,-,-,-,-,-,0.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/22/2013,Elaroniluk Creek,KOVA,ARCN,67.0425,-159.834006,10.9,179,8.06,7.8,0.538,12.2,4.4,1.3,3.7,-,-,-,-,-,-,-,0.022,0.019,-,*0.001,0.38,-,0.009,-,0.36,3.66,0.03,*0.00,2.33,0.25,23.36,5.73,-,-,-,-17,-132.8,44.6,14.2,1.6,0.3,297.6,2160,0.4,1.2,0.6,-,1.3,146.4,-,-,-,-,44.5,-,2160,0.5,1088,1072,
6/27/2013,Eli River,NOAT,ARCN,67.732553,-162.420363,11,339,8.13,11,0.035,1.5,2.7,-,-,-,-,-,-,-,-,-,*0.000,0.043,-,*0.000,0.09,-,*0.001,-,1.27,20.04,0.02,*0.01,2.43,0.37,46.69,15.65,-,-,-,-17.5,-134.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
6/12/2016,Eli River,NOAT,ARCN,67.71922,-161.92809,-,259.3,8.6,-,-,-,-,*0.00,-,-,-,-,-,-,-,-,*0.004,0.017,-,*0.000,0.04,0.07,*0.000,*0.000,1.49,21.23,-,-,3.12,0.37,22.53,15.99,0.76,62.83,30.77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/22/2013,Espenberg River,BELA,ARCN,66.558444,-164.015751,10.2,183,7.12,9.1,0.592,14.3,4.1,0.44,3.9,4.7,47%,6%,2.3,17%,3.4,23%,*0.000,*0.000,-,*0.000,0.51,-,0.008,-,33.11,1.15,0.03,0.11,19.32,1.61,6.89,5.74,-,-,-,-16,-124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
6/23/2013,Fairhaven Ditch,BELA,ARCN,65.721457,-163.080761,15.4,54,7.12,11,0.673,15.4,4.4,1.2,3.8,-,-,-,-,-,-,-,*0.010,0.004,-,0.003,0.56,-,0.015,-,1.24,0.4,0.06,*0.01,3.06,0.31,3.7,3.13,-,-,-,-17.8,-134.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
8/5/2014,Glacier River,GAAR,ARCN,67.34798,-150.67937,13.8,807,7.79,9.3,0.03,1.5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.29,-,0.003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/23/2013,Goodhope River,BELA,ARCN,65.798162,-163.619608,11.2,273,7.92,12.6,0.095,3.2,3,< 0.02,-,3.8,46%,3%,1.3,20%,2.6,22%,*0.003,0.026,-,0.002,0.15,-,0.015,-,3.24,8.12,0.02,*0.01,3.7,0.99,31.57,10.04,-,-,-,-18,-134.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
8/7/2014,Hammond River,GAAR,ARCN,67.55306,-150.05061,9.8,582.2,-,10.5,0.013,0.9,1.4,-,-,-,-,-,-,-,-,-,*0.001,0.099,-,*0.000,0.17,0.16,*0.000,0.009,0.21,113.86,-,-,2.58,0.54,114.69,53.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/11/2017,HRT 2,KOVA,HEAT,67.30779,-158.4958,6.9,115.2,6.98,11.5,0.253,6.3,4,0.97,-,-,-,-,-,-,-,-,0.125,0.261,-,0.003,0.57,0.73,0.009,0.103,0.42,2.96,-,-,0.83,0.18,8.11,3.28,4.92,24,6.26,-18.2,-132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/23/2017,HRT 2,KOVA,HEAT,67.30779,-158.4958,6.2,79,7.5,12.3,0.259,6.8,3.8,*0.06,-,-,-,-,-,-,-,-,0.021,0.256,-,0.002,0.45,0.65,0.003,0.064,0.33,2.39,-,-,0.84,0.1,7.74,3.15,5.4,30.72,6.32,-17.7,-129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/21/2017,Humboldt Creek 1,BELA,ARCN,65.82739,-164.43665,13.9,285.1,8.2,10.1,0.03,1.7,1.8,*0.04,-,-,-,-,-,-,-,-,0.012,0.01,-,*0.001,0.09,0.06,*0.000,*0.002,3.21,8.49,-,-,2.5,0.24,26.18,6.69,1.18,78.16,22.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/21/2017,Humboldt Creek 2,BELA,ARCN,65.84696,-164.42686,16.6,272.5,8.3,9.9,0.04,2.3,1.8,*0.04,-,-,-,-,-,-,-,-,0.255,0.034,-,0.021,1.46,0.13,0.021,0.005,7.86,9.11,-,-,6.11,1.73,23.21,9.74,1.59,82.9,26.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/15/2013,Imelyak River,NOAT,ARCN,67.750837,-158.115207,4.9,311,-,13.6,0.1,3.3,3,-,-,-,-,-,-,-,-,-,*0.001,0.042,-,*0.000,0.19,-,*0.001,-,0.51,10.21,*0.01,*0.00,0.55,0.21,50.83,9.81,-,-,-,-19,-143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/14/2016,Imelyak River,NOAT,HEAT,67.75648,-157.59784,12.2,328.5,7.74,10.2,0.025,1.5,1.6,*0.00,-,-,-,-,-,-,-,-,*0.004,0.081,-,*0.001,0.15,0.15,*0.000,*0.002,0.38,7.89,-,-,0.56,0.19,54.33,12.64,-,106.29,40.28,-19.2,-145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/10/2017,Imelyak River,NOAT,HEAT,67.75648,-157.59784,4.9,298.5,8.05,12.2,0.044,1.9,2.4,*0.02,-,-,-,-,-,-,-,-,*0.007,0.039,-,*0.001,0.11,0.12,*0.001,*0.001,0.36,3.02,-,-,0.27,0.16,33.79,5.33,1.36,84.41,22.38,-19.6,-146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/20/2017,Imelyak River,NOAT,HEAT,67.75648,-157.59784,8.4,356.7,7.9,11.8,0.044,2.7,1.6,*0.02,-,-,-,-,-,-,-,-,*0.007,0.082,-,*0.000,0.16,0.15,*0.001,*0.000,0.41,8.34,-,-,0.67,0.12,57.6,12.75,1.39,127.4,39.23,-19.2,-143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/14/2018,Imelyak River,NOAT,HEAT,67.75648,-157.59784,3.8,401.4,8.3,11.8,-,-,-,*0.01,-,-,-,-,-,-,-,-,*0.009,0.118,-,0.002,0.16,0.17,*0.001,0.006,0.53,7.79,-,-,0.55,0.22,30.8,11.17,0.87,110.71,35.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/1/2018,Imelyak River,NOAT,HEAT,67.75648,-157.59784,5.5,443,8.1,11.4,0.141,5.1,2.8,*0.04,-,-,-,-,-,-,-,-,*0.005,0.044,-,0.002,0.25,0.23,*0.001,*0.001,0.73,7.19,-,-,0.38,0.18,57.84,7.36,4,122.55,39.02,-19,-141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/5/2019,Imelyak River,NOAT,HEAT,67.75648,-157.59784,-,-,-,-,0.033,1.4,2.3,*0.00,,,,,,,,,*0.004,0.1,-,*0.001,0.24,0.22,*0.001,0.01,0.43,6.21,-,-,0.4,0.23,38.96,9.22,0.93,84.15,-,-19.1,-145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/21/2019,Imelyak River,NOAT,HEAT,67.75648,-157.59784,10.1,325.2,8.18,10.5,0.028,1.6,1.8,-,,,,,,,,,*0.005,0.141,-,*0.000,0.22,0.2,*0.001,*0.000,0.5,10.15,0.011,-,0.58,0.21,57.92,14.37,1.02,101.02,40.98,-19.7,-142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/14/2016,IRT 1,NOAT,HEAT,67.73857,-157.3954,15.3,302.5,7.99,9.6,0.065,2.8,2.4,*0.01,-,-,-,-,-,-,-,-,*0.003,0.024,-,0.002,0.16,0.17,*0.000,*0.002,0.67,1.9,-,-,0.44,0.05,65.34,7.02,-,101.07,45.12,-19.1,-144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/10/2017,IRT 1,NOAT,HEAT,67.73857,-157.3954,6.9,320.2,8.2,11.7,0.08,2.9,2.8,0.08,-,-,-,-,-,-,-,-,*0.008,0.019,-,0.002,0.17,0.14,0.006,*0.000,0.48,2.38,-,-,0.28,0.08,51.45,5.06,2.26,100.28,31.48,-20.2,-152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/20/2017,IRT 1,NOAT,HEAT,67.73857,-157.3954,10.3,340,7.7,11.1,0.098,4.8,2,*0.01,-,-,-,-,-,-,-,-,*0.006,0.042,-,*0.001,0.22,0.18,*0.001,*0.001,0.79,1.66,-,-,0.43,0.05,71.45,6.27,2.74,119.62,43.33,-19.6,-145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/14/2018,IRT 1,NOAT,HEAT,67.73857,-157.3954,5.8,291.4,8.3,11.6,0.063,2.7,2.3,*0.01,-,-,-,-,-,-,-,-,*0.004,0.073,-,*0.001,0.19,0.17,*0.001,*0.000,0.58,3.05,-,-,0.33,0.09,59.7,6.62,1.85,97.8,39.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/1/2018,IRT 1,NOAT,HEAT,67.73857,-157.3954,5.1,435.4,8.1,11.7,0.116,4.5,2.6,*0.04,-,-,-,-,-,-,-,-,*0.004,0.054,-,0.003,0.24,0.21,*0.002,*0.001,0.92,5.09,-,-,0.37,0.17,69.68,8.03,3.27,127.6,44.44,-18.8,-140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/5/2019,IRT 1,NOAT,HEAT,67.73857,-157.3954,11.3,276,8.2,9.9,0.075,2.9,2.6,*0.01,,,,,,,,,*0.004,0.08,-,*0.001,0.24,0.26,*0.001,0.007,0.55,3.27,-,-,0.29,0.13,49.51,5.63,2.07,98.07,-,-19.6,-151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/21/2019,IRT 1,NOAT,HEAT,67.73857,-157.3954,9.2,358.6,8.23,10.6,0.095,4.1,2.3,-,,,,,,,,,*0.007,0.183,-,*0.000,0.39,0.37,*0.002,*0.001,1.58,5.26,0.013,-,0.5,0.09,76.25,9.03,2.91,140.31,49.33,-18.5,-138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/20/2017,IRT 1 Seep,NOAT,HEAT,-,-,-,-,7.9,-,-,-,-,*0.02,-,-,-,-,-,-,-,-,*0.004,*0.001,-,*0.000,0.35,0.4,*0.002,0.005,0.44,0.27,-,-,0.36,0.08,25.38,5.18,9.03,114.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/14/2016,IRT 2,NOAT,HEAT,67.75801,-157.5947,11.6,333.8,7.56,10.3,0.113,4.8,2.4,*0.01,-,-,-,-,-,-,-,-,*0.004,0.019,-,0.002,0.24,0.24,*0.000,*0.001,0.43,2.2,-,-,0.31,0.07,68.53,4.82,-,99.84,42.78,-18.6,-141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/10/2017,IRT 2,NOAT,HEAT,67.75801,-157.5947,8.2,269.9,8.1,11.3,0.086,3.1,2.8,*0.02,-,-,-,-,-,-,-,-,*0.007,0.003,-,*0.001,0.13,0.15,*0.000,*0.000,0.44,2.06,-,-,0.25,0.09,48.35,3.32,2.5,87.67,28.06,-19.9,-150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/20/2017,IRT 2,NOAT,HEAT,67.75801,-157.5947,7.4,344.2,7.8,11.8,0.168,6.3,2.7,*0.03,-,-,-,-,-,-,-,-,*0.007,0.013,-,*0.001,0.26,0.26,*0.001,*0.002,0.57,3.03,-,-,0.29,0.06,62.72,4.68,4.89,113.06,38.95,-19.3,-141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/14/2018,IRT 2,NOAT,HEAT,67.75801,-157.5947,4.5,340.2,8.2,11.7,0.078,3.4,2.3,*0.01,-,-,-,-,-,-,-,-,*0.009,0.031,-,*0.001,0.17,0.15,*0.000,*0.000,0.52,3.25,-,-,0.3,0.1,54.18,4.31,2.62,102.88,34.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/1/2018,IRT 2,NOAT,HEAT,67.75801,-157.5947,5.2,427.2,8,11.6,0.203,8,2.5,*0.03,-,-,-,-,-,-,-,-,*0.005,0.025,-,0.002,0.28,0.25,0.003,0.003,0.87,7.07,-,-,0.35,0.18,62.45,5.53,4.84,122.12,38.07,-12.1,-119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/5/2019,IRT 2,NOAT,HEAT,67.75801,-157.5947,13.7,268,8.2,9.4,0.093,3.8,2.4,*0.01,,,,,,,,,*0.004,0.046,-,*0.001,0.27,0.23,*0.001,0.004,0.64,4.01,-,-,0.3,0.14,51.45,4.07,2.61,90,-,-19.7,-153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/21/2019,IRT 2,NOAT,HEAT,67.75801,-157.5947,10.5,345.7,8.13,10.4,0.126,5.3,2.4,-,,,,,,,,,*0.004,0.087,-,*0.000,0.33,0.29,*0.002,*0.000,1.44,9.1,0.015,-,0.45,0.1,75.54,6.84,3.65,112.13,44.09,-18.9,-137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/8/2014,Itkillik River,GAAR,ARCN,68.1498,-150.24098,6.8,277.2,-,10.9,0.016,1,1.6,-,-,-,-,-,-,-,-,-,*0.001,0.065,-,*0.001,0.12,0.09,*0.001,-,0.16,12.62,-,-,4.62,0.48,29.98,8.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/15/2014,Jade Creek,CAKR,ARCN,67.42507,-163.78374,9.7,273.4,8.05,10.2,0.065,2.6,2.5,< 0.02,-,-,-,-,-,-,-,-,*0.001,0.058,-,*0.000,0.15,0.16,*0.000,*0.000,2.59,2.06,-,-,1.71,0.34,46.2,8.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 7/25/2019,Jade Creek,CAKR,ARCN,67.424548,-163.785189,11.6,261.7,8.12,10.8,0.044,2.2,1.9,*0.06,,,,,,,,,*0.007,0.068,-,0.002,0.24,0.17,0.005,0.004,3.85,2.66,-,-,2.22,0.42,54.08,9.95,1.46,106.21,39.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/6/2014,John River,GAAR,ARCN,67.15272,-151.83421,15.1,493.9,-,9.4,0.024,1.3,1.8,-,-,-,-,-,-,-,-,-,*0.002,0.066,-,*0.000,0.16,0.16,*0.000,0.005,0.19,54.05,-,-,3.16,0.37,69.66,28.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/23/2017,John River,GAAR,ARCN,67.15272,-151.83421,13.1,828.7,8.3,10.4,0.059,2.7,2.2,0.07,-,-,-,-,-,-,-,-,0.022,0.094,-,*0.001,0.22,0.2,*0.000,0.012,0.35,78.11,-,-,4.46,0.46,64.88,42.41,1.98,104.86,25.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/21/2013,Kaliguricheark River,KOVA,ARCN,67.192811,-159.273681,6.2,93,7.83,8.4,0.035,1.4,2.5,-,-,-,-,-,-,-,-,-,*0.001,0.145,-,*0.000,-,-,-,-,0.21,4.87,0.02,*0.00,0.64,0.16,13.74,2.08,-,-,-,-17.6,-134.4,4.1,5.9,-,-,55,325,-,0.7,-,0.4,0.2,73.7,-,-,-,-,15.1,-,325,0.26,85,240,
7/22/2017,Kaliguricheark River,KOVA,ARCN,67.20177,-159.26712,11,133.3,7.7,10.9,0.022,1.2,1.9,0.13,-,-,-,-,-,-,-,-,0.013,0.169,-,*0.001,0.23,0.19,*0.000,*0.001,0.31,4.99,-,-,0.75,0.17,12.91,2.06,0.7,29.41,7.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 7/23/2019,Kaliguricheark River,KOVA,ARCN,67.192208,-159.274675,12.3,90.4,7.26,10.7,0.024,1,2.3,*0.06,,,,,,,,,*0.007,0.264,-,*0.000,0.35,0.32,*0.001,*0.002,0.36,7.44,-,-,0.71,0.19,16.43,2.74,0.72,29.86,7.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/22/2013,Kallarichuk River,KOVA,ARCN,67.105595,-159.740611,6.7,90,8.5,8.5,-,-,-,-,-,-,-,-,-,-,-,-,*0.000,0.021,-,*0.000,-,-,-,-,0.24,3.53,0.02,*0.00,0.63,0.13,12.53,2.74,-,-,-,-18.2,-136.4,3.6,4.1,0.1,-,28.4,239.9,-,0.6,-,-,0.1,50.3,-,-,-,-,17.3,-,239.9,0.38,92,147.7,
6/28/2013,Kaluktavik River,NOAT,ARCN,67.945251,-160.957065,8.4,178,-,-,0.035,1.8,2,-,-,-,-,-,-,-,-,-,*0.001,0.049,-,*0.000,0.09,-,*0.001,-,0.2,14.81,0.02,*0.00,1.44,0.22,21.47,6.88,-,-,-,-19,-143.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
8/20/2013,Kavet Creek,KOVA,ARCN,67.128177,-159.033914,11.4,283,8.42,6,0.074,3.3,2.3,-,-,-,-,-,-,-,-,-,0.023,0.073,-,*0.000,0.24,-,0.004,-,0.34,0.18,0.02,*0.00,1.87,0.32,51.77,6.2,-,-,-,-18.1,-140.8,3.9,10.8,0.7,-,70.9,505.5,0.3,0.4,0.1,-,1.2,115.7,-,-,-,-,58.3,-,505.5,0.24,119,386.6,
7/22/2017,Kavet Creek,KOVA,ARCN,67.128177,-159.033914,15.2,279.1,7.7,10.3,0.059,2.7,2.1,*0.05,-,-,-,-,-,-,-,-,0.048,0.034,-,0.002,0.18,0.15,*0.001,0.024,0.39,0.14,-,-,1.93,0.31,24.01,5.97,2.01,107.29,37.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 7/23/2019,Kavet Creek,KOVA,ARCN,67.128177,-159.033914,18.7,181.8,7.82,8.5,0.087,3.3,2.6,0.41,,,,,,,,,0.063,0.053,-,0.003,0.26,0.36,0.017,0.107,0.43,0.18,-,-,2.01,0.4,52.03,6.28,2.69,106.12,38.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/27/2013,Kelly River,NOAT,ARCN,67.986311,-162.324416,8,287,7.89,12.5,0.016,0.9,1.8,-,-,-,-,-,-,-,-,-,*0.001,0.046,-,*0.000,0.06,-,*0.001,-,0.44,16.76,0.03,*0.00,2.56,0.32,49.65,8.21,-,-,-,-17.9,-136.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
3/24/2014,Kelly River,NOAT,ARCN,67.986311,-162.324416,0,284.3,7.66,11.5,0.015,0.9,1.6,< 0.02,-,2.8,25%,32%,-,,2.6,20%,*0.000,0.157,*0.000,*0.000,0.2,-,0.004,-,0.8,11.82,0.02,*0.00,1.89,0.23,40.83,14.49,-,80.95,32.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
